steming_data,Score,Sentiment
ku bilang pilih,-1,Negatif
demo ujung ya masuk perintah an,-2,Negatif
ingat zaman surabaya,0,Netral
eyy negara desa alon alon,0,Netral
daerah hrebes gas limpah alhamdulillah,1,Positif
mahasamewa nyala,0,Netral
pesan nih,0,Netral
mahasawa,0,Netral
gue ketawa lihat mahasiswa mending kuliah lulus,3,Positif
gue gila hidup gue usaha lancar ibadah aman makan lancar kmna lancar hidup gue terang gelap alhmdulillah yaallah,0,Netral
demo paham situasi gas,-2,Negatif
ya orang musuh,0,Netral
rugi efisiensi,-1,Negatif
listrik diskon beli listrik bulan gue aman tinggal nabung gas susah gue,-2,Negatif
yuk bilang buzzer kah,0,Netral
guty buzer mahasewa,-1,Negatif
tidak kerja,0,Netral
hallahhhhhhhhhhhhhhhhh,0,Netral
demo jabat,-2,Negatif
demo hasto kalah sidang,-2,Negatif
sih bayar banteng,-1,Negatif
demo capek sehat prabowo,-1,Negatif
moveon dong nis,0,Netral
buruk ya bos buruk koruptor ya,1,Positif
capek ya doang dek mending ya pindah negara biar longgar sek,3,Positif
ruu prampasan aset,0,Netral
ngejabat hancur jir,-1,Negatif
jabat lo,-1,Negatif
gass melon harga jepara,1,Positif
gue warga sipil ketawa lihat demo tuntut ya no tolak efisiensi anggar tau penting,0,Netral
harnessnya,0,Netral
bayar banteng sih hahaha,-1,Negatif
ya sbnr ya gue mls sih berita bginian ya kesel ya petinggi dengar rakyat ya demo nih yakan iyain wujudin besok ya lupa terus ya ribu hidup hehe,3,Positif
pasti dukung abah presiden ya cari salah kecuali abah prabowo baik ku,4,Positif
ya demo uu ampas aset,-1,Negatif
negara demo selesai,-1,Negatif
kobar,-1,Negatif
ya gelap,0,Netral
melihaat nyata jabat hormat miris ada hati nurani pihak rakyat ingaat bijak mu pertanggujawaban,-3,Negatif
prabowo uji teriak basmi koruptor takut,-1,Negatif
lihat mahasiswa demo suka ngerassa sedih,-1,Negatif
jadi kayak salah nomor ya bikin rakyat susah bawa bawa masyarakat sipil banyak orang orang tuh kerja demo,-2,Negatif
buzzer bilang mahasiswa anak abah anak abah orang didik hidup mahasiswa hidup rakyat indonesia umur juang,-1,Negatif
alhamdulillah nyoblos penting cari nafkah keluarga jalan aman barokah titik,0,Netral
ngerjain skripsi selesai proses ajar kuliah pelan pelan syupirrrr,0,Netral
program makan siang gratis laku jakarta daerah jawa jawa akeh sing pilih wowo,1,Positif
kapal,-1,Negatif
kuliah gratis pintar,1,Positif
ya tuhan anda tunjuk maaf bangsa ya robb,2,Positif
keranjang,0,Netral
ya joget,1,Positif
mahasawa,0,Netral
presiden nuntutnya kayak negara,0,Netral
malu lihat,1,Positif
ajar anda anda demo bangsa anda bangga,-3,Negatif
mahasawa,0,Netral
perang intern,-1,Negatif
paling sepi demo,-2,Negatif
siapa anda dasar mahasewa,-2,Negatif
gelap mnnya,-1,Negatif
pro katai buzeer masyarakat bagus bijak bijak sektor kena imbas sepi percaya deh efek kejut,-1,Negatif
waktu bodo,-1,Negatif
didik sehat,0,Netral
moga hidup demo gelap amin,-1,Negatif
demo ya alhamdulillah anak kuliah larang keras an demo kayak tugas anak ajar demo,-6,Negatif
ya suruh pilih wowo telat banget sadar,-1,Negatif
kemarin edan edan pilih gemoy eh,-3,Negatif
ns bungkus,0,Netral
demo besok lusa jabat pas kena demo bilang buru buru kerja wkwk,-2,Negatif
sih,0,Netral
banget komen positif demo negatif pelanet,1,Positif
perintah peduli gue perintah butuh duit demo bakar peduli bjir sepele sepele genting ya peduli,-1,Negatif
kondang,1,Positif
kayak ramal gumay sih prabowo demo coba kudeta damai pelan ekonomi bangkit,-3,Negatif
pokok ya siyapa presiden demo mahasiswa,1,Positif
berapa anda demo,-2,Negatif
resolusi yuk,2,Positif
indonesia pintar mahasiswa terimakasih generasi muda penuh semangat uu ampas aset koruptor serama ya ijin desa,-1,Negatif
mahasiswa mahasiswa kocak,-1,Negatif
tahu sponsor donatur ya ternak titis,2,Positif
kadang erti mahasiswa mahasiswa erti erti arah,1,Positif
kue ki iso opo leee,0,Netral
salah melulu,-2,Negatif
loh pilih prabowo anak muda pilih demo kemarin suara mahasiswa ya,-4,Negatif
maju sih mahasiwa sibuk demo negara belah noooh palajar mahasiswa ya tugas ya ajar heraaan,-1,Negatif
mahasiswa demo undang undang ampas aset turun harga butuh pokok turun biaya sekolah dll penting rakyat mahasiswa peka penting,2,Positif
orang nganggur anggap negara,-1,Negatif
mending selesai skripsi urus demo,-1,Negatif
lo ajar perut lapar,0,Netral
annisaau,0,Netral
kayak hama maju negara pikir depan program perintah pro rakyat lulus kerja layak,0,Netral
anggar didik triliun kemendikdasmen tiga banding anggar jaksa triliun negeri lucu lucu,2,Positif
banget gue orang gila wkwk,1,Positif
demo harness,-1,Negatif
kuliah gratis,1,Positif
adil mulyono,0,Netral
orang keras bicara orang terjun dunia politik esok,-1,Negatif
warna merah oposisi berisik negeri,-1,Negatif
cave mah sadar awal senang orang -orang orang -orang sengsara,-1,Negatif
utang kereta laju ikn,-2,Negatif
hama,-1,Negatif
gelap gulita emas cemas cemas anak bangsa,-4,Negatif
gilir bilang buruk libur macet masyarakt libur wisata jalan tol luber plat kota,0,Netral
sih bulan kerja demo masuk akal banget tidak ya kerja hak demo ya salah ya perintah prabowo,0,Netral
admin gerindra kabur duluan,-1,Negatif
lhuh guna mahasewa spesialis demo lulus kasih jabat endinya korupsi sempat demo kasih nasi bungkus,-1,Negatif
prabowo kelen pilih ya rasa pimpin beliau taun pimpin ya,-1,Negatif
bosan lihat negara demo perintah,0,Netral
eh keren lirik jakarta,0,Netral
mahasewa,-1,Negatif
heran bilang gas perintah usaha harga gas murah mafia naik harga gas,-1,Negatif
indonesia ingin ubah rakyat hanya semua demonstrasi jaga negara nih country nih,-3,Negatif
demo sah demo perintah wenang wenang ngata katai mahasewa tolong paham demokrasi negara perintah perintah negara,-3,Negatif
imam,0,Netral
kocakk mahasiswa mudah provokasi belah wkwk,0,Netral
syhisa,0,Netral
bayar ya ya gede ikut,1,Positif
demo ampas aset,-2,Negatif
uang hasil korupsi bayar mahasewa demo tuntut jokowi tolak bijak prabowo,-4,Negatif
haduuuuhh untung jelek an prabowo,-1,Negatif
imdonesia buruk demo perasaandri indonesia,-2,Negatif
hasil raja omon adil,0,Netral
diketawain bobby,-1,Negatif
timothyonaldofficial,0,Netral
maju lanjut benar benar,0,Netral
mahasiswa sekolah,1,Positif
mentalitas aiyoo sederhana,0,Netral
semangaattt mahasiswa,0,Netral
dukung wowo mahasiswa bisah sadar,1,Positif
du milu kemarin pilih pilih harga kasih pemimimpin benah,-1,Negatif
indonesia siang malam,-1,Negatif
dek dek uu ampas aset kabar,-1,Negatif
gelap demo terang,-2,Negatif
ayo masyarakat turun bandu mahasisiwa indonesia hancur,1,Positif
pinteran kuliah,0,Netral
ini rt demo bawa nama rakyat,-1,Negatif
ngerusak mulyadi kena imbas prabowo pintar mulyadi,-2,Negatif
alah presiden mahasiswa demo fomo,-1,Negatif
mahasiswa mahasewa,-1,Negatif
mahasiswa tulis orang gila anggap negara masyarakat demo tentu partai posisi gabung,-3,Negatif
hidup orang -orang,0,Netral
asosiasikeledai asosiasikantongkresekwanabudalyamani,0,Netral
mahasewa ulah,-2,Negatif
demo kayak erti berani omong itung jari,-4,Negatif
selatan,0,Netral
harga gas ribu melon,0,Netral
penting rakyat penting mahasiswa,0,Netral
kbbyakn demo mmentikngan pribadi tingkat pasilitas kalang masarakyat ataw pkerja msyarakat kerja kuli pkrja ambil suluh anggur ya demo masyarakat bawa,-1,Negatif
maksud makan gratis pakai duit rakyat makan gratis ya hasil korupsi uang rakyat,3,Positif
gue bingung sih presiden ya presiden demo,2,Positif
merinding,-1,Negatif
nak rendah adek mahasiswa demo kayak kayak alat jatuhin perintah pilih rakyat demo rusak ya,-5,Negatif
mahasiswa gampang giring gampang hasut asa normal harga sembako mati,2,Positif
gelap harap jokowi dukung prabowo,0,Netral
berani takut takut ya gerombol tuh demo mahasiswa,-1,Negatif
terima kasih mahasiswaaa,1,Positif
ampas aset kawal mahasiswa mana mahasiswa gen gampang provokasi mati mati hahahahaha,0,Netral
anda belakang,-1,Negatif
nyala mahasiswakuuuu,0,Netral
foto tau negara mah,0,Netral
lanjut prabowo dukung,1,Positif
oke gas oke gas oke gassss mamam noh oke gasss,1,Positif
dana didik potong habis potong habis lihat oknum dalam dinas didik uang bansos nak telan jabat presiden lihat depan,1,Positif
mahasiswa bikin repot ya ajar bl,0,Netral
demo minggu ngaruh salam,-1,Negatif
mangkas anggar selamat uang trilyunan kantong jabat koropsi guna demo dasar mahasiswa anak jabat takut miskin,-2,Negatif
maha sewa ber ulah semangat juang nasi bungkus uang ribu,1,Positif
prabowo tuh juang berantas korupsi balesannya kayak mikir tuh dukung kayak kocak,-3,Negatif
bilang salah plh gemoy,-1,Negatif
tani dukung program presiden efesiensi anggar harga komoditas tani stabil ekonomi aman tuju,5,Positif
moga sehat prabowo tentang bijak mu maling uang negara,1,Positif
hidup presiden prabowo sehat,1,Positif
mahasiswa mahasewa hama,-2,Negatif
ok gas,0,Netral
suka tantruman,0,Netral
warga bilang indonesia,0,Netral
demo ya,0,Netral
orang sibuk comment sok pintar pura bodoh mending kayak gue duit ku bagi duit ya ku cari kerja keep enjoy nikmat sisa hidup,1,Positif
presiden demo ya beda dapat pengin pengin,0,Netral
the college ballener angkut,1,Positif
gilir ruu ampas aset sepi mahasiswa berani demo,-3,Negatif
teme yuk lumayan beli es,1,Positif
mahasiswa malas ajar bah,-2,Negatif
conten akun kayak coba keruh suasana,-1,Negatif
mahasewa kocak,-2,Negatif
kemarin oke gas sekarang kok nge gass teman salah kantor non -presiden,-1,Negatif
menyalaa mahasiswa,0,Netral
gelap terus ya,0,Netral
gelap dek mhs,-1,Negatif
demo ya prabowo cuman mangkas anggar dpr ri dprd ri kunjung pulau negeri uang transportasi uang makan anggota pakai,-1,Negatif
pentin ya sdm brmntal orang kayak mental orang miskin negara susah maju,-2,Negatif
ge,0,Netral
anda,-1,Negatif
contennya riil tuju keruh kondisi,0,Netral
negara maju negara mundur,0,Netral
hati akun pecah belah bangsa,-1,Negatif
dukung suara mahasiswa suara rakyat,1,Positif
dendam prabowo kali pilih prabowo ya balas dendam,-2,Negatif
indonesia gelap drmana indonesia jakarta doang wwkwkk,-1,Negatif
mahasiswa mahasiswi generasi anak bangsa terus jabat lanjut juang doa baik negara republik indonesia amin,-3,Negatif
benah,0,Netral
pilih demo,-2,Negatif
mahasiswa bayar demo ruu ampas aset,-2,Negatif
wooii adik kecoh alih isue pagar laut,0,Netral
lihat gedek gue kerja gue btw info loker tuh,1,Positif
periode lebih artis jadi negara miskin negara ikut gaya hidup artis,1,Positif
hati hati mas bro,0,Netral
itu abai,-2,Negatif
tv bungkam,0,Netral
hayo aktor uninteleknya praperadilan tolak,0,Netral
uang transportasi pangkas alir rakyat anggota dpr dprd keluar duit otomatis modal,-1,Negatif
bijak sasar pakai uang transport anggota mending salur rakyat mahasiswa otak ya cuci oknum dprd dpr ri terima,1,Positif
duid demo duid diam,-1,Negatif
mending demo bubarken dpr,-1,Negatif
good kontrol kuasa jalan tunggang anarkis,1,Positif
prabowo laper ya makan rakyat,0,Netral
woii komentar sumpah,0,Netral
tunggu ya dampak program program kampanye kayak indonesia gelap dampak perintah,-2,Negatif
lanjut,0,Netral
demo sslah salah,-2,Negatif
buat,1,Positif
orang -orang malas suka demo malas negara gerak maju,-3,Negatif
masyarakat tuh rugi,-1,Negatif
berat banget ya tugas bapa presiden kerja ya umur jagung tuntut selesai program ya penuh orang aku rakyat,5,Positif
indonesia maju bentuk raja negara luas susah sejahtera,1,Positif
turut sih efisiensi anggar rekayasa lapang,1,Positif
alhamdulillaah shollallaahu alaa muhammad,0,Netral
jam,0,Netral
demo ajar bisnis doa pimpin biar buat manfaat,2,Positif
demo hak ampas aset biar kere tuh tikus das presiden demo pikir benah negara balik telapak,-3,Negatif
donor nih,1,Positif
hdehh,0,Netral
whoareyou dibilangin beres pilih sih joget,-1,Negatif
indonesia gelap maha sewa maha sewa gelap demo tunggang partai demokrasi indonesia,-2,Negatif
ide bagus,0,Netral
alhadulilah henti kuliah,-1,Negatif
ya mode senyap aktif prabowo subianto kayak bikin ulah tolong usut tuntas jelas mahasiswa kampus ya,1,Positif
kelas,-1,Negatif
presiden wapres demo jabat ya demo salah efisiensi demo,-3,Negatif
panggil wowo ya dalang,0,Netral
paksa sehat negara sakit,-2,Negatif
tujuanya,0,Netral
demo ruu ampas aset koruptor sekolah tau fungsi otak,-2,Negatif
kemarin pilih ok gas demo,-2,Negatif
haa indonesia gelap pagi siang sore malam,-2,Negatif
banyak mahasewa coba demo coba suruh kampus,-3,Negatif
demo tanda pdip opisisi mahasiswa ternak pdip,-2,Negatif
mahasewa paket,0,Netral
pimpin daerah awas tau korup,-2,Negatif
temu bpk,1,Positif
ingat darurat capek indonesia hilang orang kayak pindah nationality aja,0,Netral
tenang prabowo,0,Netral
fanantik persen tuh masak lupa ngeyel omong rocky gerung,0,Netral
gelap indonesia anak muda gelap depanx tau demo protes,-7,Negatif
kerja tuntut kocak daannnn demo tau arah tuju,-3,Negatif
woy lupa kemarin perintah kasih gratis listrik gelap jidat lo rasai program,1,Positif
pantesan tiktok bilang aplikasi kandang monyet warga twitter,-3,Negatif
pulang geladak,0,Netral
cuman umr tegal naik lapang kerja mudah luas pajak harga bahan pangan turun serendah ya bisa sambi makan kacang,3,Positif
mending low demo ampas aset korupsi berani,-3,Negatif
iso mangan bendino wis syukur,1,Positif
mana kang,0,Netral
kuda,0,Netral
hasto gagal banding demo jalan ya tau gerak benci prabowo jokowi indonesia gelap halus,-3,Negatif
untung berangkat tanah abang bikin macet,-1,Negatif
ngurussss demo,-1,Negatif
miris mahasewa,-2,Negatif
desak perintah kait naik pajak dampak masyarakat langsung,1,Positif
hadeh hhhh lihat dema demo kerja layak tiru,0,Netral
kocak sangka buruk buruk mnurut,-3,Negatif
boykids,0,Netral
mahasiswa lindung intstansi didik,1,Positif
mungkin mahasewa mau mega sekali biar aset jangka negara jual,-1,Negatif
soeharto presiden ya kelen demo ketua rt gampang aplg kepala negara kemarin anies aplg konoha rusak ya drdlu,2,Positif
kali gua bayar pln diskon sulit sih cari duit usaha gua pikir sih efisiensi cuman negara moga efisiensi untung rakyat,-1,Negatif
demo ampas aset nih,-2,Negatif
demo mumpung mikir pempers beras listrik susu habis bareng,-2,Negatif
demo sih jaman kuno kelar,-2,Negatif
teman mahasiswa bawa isu nasional stabilitas masyarakat,0,Netral
sewa,0,Netral
selagi rakyat indonesia,-1,Negatif
habis lulus kuliah nganggur kerja bayar nampakin minim mu,0,Netral
mahasiwa bayar partai belah,-1,Negatif
desak teman mahasiswa sahkan ya uu ampas aset,0,Netral
demoin nih mahasiswa,0,Netral
main balik layar,-1,Negatif
demo dengar kagak haru dengerinnya sisa kumat,-3,Negatif
teman mahasiswa urgensi ya desak perintah kait potong anggar maju ya masyarakat rasa,2,Positif
walah mahasiswa mahasewa ampas aset ya diam bae,-1,Negatif
wow komen nya hey dewa pimpin kritik pimpin,-1,Negatif
indonesi emas gelap,-1,Negatif
mahasiswa desak teman mahasiswa perintah coba kaji relevan kurikulum kampus merdeka sahkan program kemendikbud,1,Positif
selalu muda,-1,Negatif
gelap opo terang terang,-1,Negatif
tri titip ya pangkas tuh media nama tri titip suka nyeleneh efisiensi tunjang anggota dpr,1,Positif
kemarin pilih jni gegara kasihan,-2,Negatif
info loker,-1,Negatif
demo gua dukung selagi adil,-2,Negatif
an lhohh ya,1,Positif
makar kedok demo mahasiswa pikir cerdas jadi alat,-1,Negatif
mahasiswa marah presiden bilang hidup mulyono,0,Netral
hidup jokowiiiii,0,Netral
aktivis demo demo pas jabat perintah,-2,Negatif
saya gc,-1,Negatif
dek coba cerita orang tua ya rumah uring ya libur dibatalin ya barang kasih ya,5,Positif
gilir demo bingung,-1,Negatif
demo,-1,Negatif
gelap gulita,-1,Negatif
demo gantung pesan,-2,Negatif
hapus indonesia siswa bayar,0,Netral
salah mulu pokok mata ri bapalu presiden,-1,Negatif
rasuk,0,Netral
indonesia terang benderang gelap hati koruptor takut perbuatanya bongkar ha ha ha ha,-3,Negatif
biar demo entar pulang,-1,Negatif
prestasi mahasiswa suka demo,-1,Negatif
demo bayar rakyat prabowo,-1,Negatif
a go b b,0,Netral
demo korban tiktok kayak ujung ya hasil puji,-1,Negatif
mahasiswa lulus kuliah gua cari kerja susah rame kayak,-2,Negatif
anda pilih anis,-2,Negatif
demo sih bagus ya mangkas anggar kperluan brati demo nikmat anggar rakyat cari duit sebisamungkin,0,Netral
ngotot nyoblos,-1,Negatif
ganti orang,0,Netral
sabar presiden prabowo subianto moga lindung allah swt jalan jalan gerindra,5,Positif
bela wkwk,0,Netral
demo mu ubah ipk mu,-1,Negatif
sedikit demo pindah negara didik,-2,Negatif
mahasiswa bayar,0,Netral
demo pesan kantor panik,-2,Negatif
knapa demo dpr ri kesah uud ampas aset koruptor ya jangka,1,Positif
pasti kubu kalah ikut,-1,Negatif
indonesian gelap mahasiswa demo bmkg ya biar kasih data ramal cuaca,-3,Negatif
propokator demo sih efisiensi paham ya,0,Netral
guna sih demo demo rubah nasib bangsa bangsa rubah nasib sdm mahasewa rendah,-3,Negatif
rego,0,Netral
buka mata ya,0,Netral
biasa harness mah,0,Netral
paling demo banyak pakai kip takut hedon,-1,Negatif
akku bahagia bagi tani pupuk murah harga gabah kering jagung,0,Netral
massa bayar,0,Netral
hhh,0,Netral
giring opini mulu lu deh presiden demo tukang demo biar erti urus negara tuh kedip mata tring sempurna,-3,Negatif
ganti aset bijak mahasewa diam,-1,Negatif
anak abah anak rambut putih ulah nih,-3,Negatif
fufufafa willy yong,0,Netral
pas didoain moga guna nusa bangsa pas gede,4,Positif
gajauh mah demo bayar pdi mode oposisi atas nama rakyat gerak belakang,-3,Negatif
dukung aku presiden prabowo subianto wajar demo biar seru suasana,2,Positif
mending sekolah sumpah otak,1,Positif
hayo pilih menang sih gemoy demo,-1,Negatif
makan siang,0,Netral
o allah lindung saudara kita palestina freepalestine savepalestine alleyesonrafah,2,Positif
bagus,0,Netral
kemarin pilih demo oke gas oke gas kemarin gilir gas benar ampun,-3,Negatif
mahasewa,-1,Negatif
iya gelap jakarta ujan gelap,-2,Negatif
itumah mahasiswa bayar suruh demo masyarakat mah demo,-3,Negatif
mahasiswa coba presiden haha,1,Positif
dosen anak abah banteng mengajarkn provokasi anak kampus kritis sih kritis rumah tangga demo kayak rakyt banyk memalingkn muka berbesa dengn rakyt kalangn kalah dalm pilpres terdepn demo,-6,Negatif
apa mahasiswa tuntut doang kontribusi kagak kuliah,-3,Negatif
hahahah kalean dempo,0,Netral
waspada demo bayar orang sakit hati,-2,Negatif
tim banteng dkk kuasa demo coba kemarin mana mahasiswa,-2,Negatif
tempat lezat ya kaya,1,Positif
gerakin,0,Netral
hujan,0,Netral
ini,0,Netral
konspirasi,0,Netral
jika pdip kuat demo,-1,Negatif
atas nama rakyat rakyat aman mahasiswa cocok mahasewa milik zandrak lago,-1,Negatif
sdm rendah,-1,Negatif
fajri ambient addict umur juang,-1,Negatif
dzzz kopi,0,Netral
cuman gua percaya demo wakil rakyat rakyat serius wakil,-2,Negatif
brjayalah mahasiswa beban brt negeri pundak fpn infonesia sfng taruh badut kang oligarkikami prcaya mahasiswa elit politik tsk mudah patah smngaaat,-2,Negatif
bagus baik capek benerin negara ubah,0,Netral
rahyat indonesia cinta prabowo gibram mayor teddy,0,Netral
orang -orang percaya siswa bawa nama -nama demo orang -orang anda orang -orang orang -orang bodoh,0,Netral
arrrrpiiiiii kaaaaaannnnnnnn,0,Netral
demo koruptor tuntuttannya l adil tara hukumannay,0,Netral
mau langsung kayak kadang bgungm bela kemrin phk dkk,0,Netral
heeemmm,0,Netral
eh mahasewa nongol dana cairr ya,0,Netral
tau merah oposisi salam golput,-2,Negatif
bansos ambil,-1,Negatif
demo pesan hasto kalah pra adil,-2,Negatif
jujur pilih wowo kali nyesal program makan gratis banget rumah bayang kabupaten ratus ribu phk indonesia tau sumber uang makan gratis darimana pangkas kaum gaji rakyat bawah perintah kunjung cair negara krisis korban rakyat gaji orang phk gaji tunjang uang dinas,-2,Negatif
demo gilir ribut rru ampas aset tuh,-2,Negatif
ayo ternak mulyono tanding demo,1,Positif
tebak komen beda kali kaget voters,-1,Negatif
gelap ribu nasi bungkus,0,Netral
lihat mahasiswa negeri banyak demo banyak keep ilmu lulus cepat cari kerja kuliah indonesia mah banyak demo,1,Positif
hidup mahasiswa,0,Netral
guru pintar hadeh tulus yuk brother,2,Positif
mahasewa masyasewa,-1,Negatif
anak semester atas sibuk praktek klinik magang siap kkn proposal skripsi uras tenaga uang pikir mental moga anak lalu,0,Netral
ya media sosial isi provokator konte bua hibur banyak buzzer konten kreator kreatif,2,Positif
demo bayar,-1,Negatif
orang waras dukung mahasiswa,1,Positif
thats senang senang ngehargain syukur rakyat senang bikin jalan mimpi lingkup,1,Positif
yay frh,0,Netral
mahasewa demo dpr uu ampas aset koruptor,-3,Negatif
semangat singkir ternak mulyono,-1,Negatif
mahasiswa depan gamblang wowo antek wiwi,-1,Negatif
heran dikit dikit demo rakyat ganti presiden ya,-1,Negatif
mahasewa bicara mafia,-2,Negatif
lucu banget serius,0,Netral
kemarin agung demo,-1,Negatif
hasipnya,0,Netral
terima kasih demo ratus triliun ribu triliun balik negara terima kasih kao,0,Netral
lihat kondisi turun lapang mahasiswa cerdas provokasi,3,Positif
kemarin tawar didik gratis sia pilih makan gratis wkwk,-1,Negatif
aneh sih mahasiswa turun sono ikut kemarin hancur ancuran aman aman pade mana ingus ah,-1,Negatif
nama hai nusron,1,Positif
komen dikit buzzer nguap diblng buzzer kali buzzernya,-3,Negatif
hidup mahasewa demo ampas aset koruptor entar cuan beli kuota,-4,Negatif
lumayan orang,0,Netral
admin era eh langka gas kemarin salah alih isu,-4,Negatif
efisiensi kayak perintah tuh diterapin usaha usaha anggur kurang kah saudara ku,-3,Negatif
mahasiswa demo mahasiswa kualitas budak nasi bungkus,2,Positif
mahasiswa lihat hati langsung bilang idihh,2,Positif
coblos sih,0,Netral
oke gas oke gass nih,1,Positif
anjay gaas keun orang pintar setir jurang terus,0,Netral
mampir new vt,0,Netral
kemenkeu bilang anggar didik potong,0,Netral
mampir new vt,0,Netral
baca komen indonesia benar gelap,-1,Negatif
kuliah bantu orang tua dik ya kuliah pintar lulus kerja ganti bantu orang tua,1,Positif
presiden nya partai banteng merh gebrak demo,-1,Negatif
jaman surabaya tau parpol nyetirrr terus demo gilir parpol ya menang periode dapat langsung masuk bui demo tangkap,-4,Negatif
foto slide mah demo beda jadi demo,-2,Negatif
harness,0,Netral
emaknya gih bayar listrik diskon kagak makan siang gratis mnyeluruh harga jual sawit dll efesiensi anggar ngaruh ya,5,Positif
bilang wowo gemoy,0,Netral
biar ya biar hidup tenang damai enak kayak ya urus bumi,1,Positif
eaa mahsiwa tunggang,0,Netral
indonesia gelap,-1,Negatif
gelap banget mass,0,Netral
kali mahasiswa demo dukung,0,Netral
demo milu oleh suara prabowo unggul demo milu pilih prabowo ya,-2,Negatif
kurang mitos pai,-1,Negatif
mahasiswa atur,0,Netral
butuh elemen masyarakat mahasiswa,-1,Negatif
demo hak ampas aset koruptor sah kocak gilir diam weh teriak teriak indonesia indonesia,-5,Negatif
listrik hidup jam tida padam,0,Netral
mahasiswa pomo,0,Netral
demo cuman cari uang bangga,-1,Negatif
ngaru bos,1,Positif
presiden ya gas,1,Positif
sekolah kau tong capek orang tua,0,Netral
mahasiswa kelkuan bikin halang presiden kerja rakyat rakyat bilang bayar mavia asing,1,Positif
bro timoty butuh pintar negara sisa ya hama,-2,Negatif
hadeh mau suruh kisruh jalan,-3,Negatif
kaget baca komen kayak orang butuh didik,-2,Negatif
mahasiswa ajar demo biar pintar sukses bangga pintar demo,0,Netral
takut,0,Netral
bebas anda kuliah,-2,Negatif
suka nih banteng oposisi demo kayak jaman surabaya,-5,Negatif
prabowo sorot kerja anak buah kerja uang ikhlas bantu masyarakat tindak,2,Positif
mari joget,0,Netral
beritain tv sih,0,Netral
mahasewa,-1,Negatif
presiden demo,0,Netral
pdi mode oposisi ngeri,-2,Negatif
tepat mahasiswa demo gelap,-2,Negatif
diri kok safe pecel ples endok plus teh jik ribu,1,Positif
untung anak indak ikut aws ikut bagus kuliah kerja,-2,Negatif
dikit salah presiden dikit presiden disalahin berani demo kemarin mana,-3,Negatif
jika indonesia ubah anda sambut dunia inggris dunia anda,-1,Negatif
keluarga dampak positif pilih presiden prabowo salah satu listrik subsidi lowong kerja program makan siang gratis,1,Positif
negara disetting sulit bangkit dera asa bangkit puruk timbul pola jalan,0,Netral
biasa ujung lulus kuliah auto daftar cpns mulu gilir demo diam,-1,Negatif
inti abah move on,1,Positif
cair,-1,Negatif
anak anak abah,-1,Negatif
demo banget duit ngbyar demo zaman menang t demo,-2,Negatif
beasiswa ya pas hilang menang,2,Positif
sabar mas bro,1,Positif
tau nih mahasiswa ya,0,Netral
pengin kaburajadulu gua semester,-1,Negatif
demo mahasiswa benar kah,-1,Negatif
kali jalan mahasewa kaum awam ubah negeri baik,-1,Negatif
mending kuliah demo demo demo,-3,Negatif
nemen e rakyat wkwk,0,Netral
mengapa demo memberitahu anda konfirmasi aset,-1,Negatif
gelap kali orang,-1,Negatif
harga gas desa geis,0,Netral
kayak baca informasi,-1,Negatif
warga negara demokrasi another level i allright i still alive we should thanks the government,1,Positif
mahasewa laku biaya,-1,Negatif
bikin gelap masyarakat ya,0,Netral
presiden pilih demo kaya pengin tau ya bantu,-1,Negatif
asa guamah,0,Netral
buzzer tiktok orang makan buzzer bikin indonesia gelap tau makan doang,-4,Negatif
insyaallah gue dukung pakai doa,2,Positif
oh maksud prabowo bikin lengser ganti bocah ingus hancur bocah ingus bertahta,0,Netral
nu pilih kamar,-1,Negatif
wowo tuh boneka sih mulyono,0,Netral
mudah zaman mahasiswa suruh rusak fasilitas sengkuni negeri bangsa mudah setir ya,1,Positif
gua terang ah gelap,-2,Negatif
yt,0,Netral
mahasiswa gampang banget adu domba gilir ampas aset adem ayem modalin demo miris wkwk,-4,Negatif
kata,-1,Negatif
nih buzzer wowo cair semuaa duit,-2,Negatif
anggar didik pangkas darimana coba cek klarifikasi menkeu ya,1,Positif
asosiasi,0,Netral
siaaappp,0,Netral
mahasewa gelap,-2,Negatif
gibran rakabuming,0,Netral
angogota partai merah,0,Netral
moga presiden prabowo bijak adik adik mahasiswa lindung allah swt selamat sehat lancar jalan aksi,6,Positif
maklum gemar abah anis kayak sakit hati gara junjung gagal dasar mahasewa,-5,Negatif
program makan gratis bikin orang dagang sekolah sengsara anjir kerja bikin makan gratis orang dagang seko,2,Positif
dasar sdm rendah,-1,Negatif
pinginnya instan mie instan proses masak negara sukses hasil aspek canggih canggih dukun mudah bolak balik telapak tangan baik negara,1,Positif
hasil ya demo serius,0,Netral
pilih presiden lihat program ya lihat joged gemoy ya,4,Positif
mending kaburajadulu,0,Netral
mata gelap,-2,Negatif
posisi mahasiswa nilai guna proses mahasiswa ya,4,Positif
rakyat kerja usaha asn rakyat dukung mahasiswa,2,Positif
alas kuliah,0,Netral
olah -olah lewat tari,1,Positif
pikir gudang masalah dpr,-1,Negatif
biar capek,0,Netral
hmmm yaelah,0,Netral
papa demo bagus kritik perintah,-2,Negatif
maksud gila makan tidur normal,1,Positif
bubar indonesia,0,Netral
ya mahal juta maasyaa allah,4,Positif
ubur ubur ikan lele hati cebur leee,-1,Negatif
sih mahasiwa,0,Netral
ternak abah hama,0,Netral
nikmat pilih anda,-1,Negatif
mending demo orang bawa atas cepe cuman gocap,-2,Negatif
